ad_id,platform,brand,ad_format,creative_theme,cta_type,audience_segment,language,budget_daily_inr,bid_strategy,ad_copy_length_words,has_price_mention,has_offer_mention,has_expert_mention,has_urgency_words,has_emoji_in_copy,video_duration_seconds,days_active,month_launched,is_own_brand,impressions,clicks,installs,spent_inr,ctr,cpi_inr,d0_removal_rate,d1_retention_rate,d7_retention_rate,purchase_within_7d_rate,onboarding_completion_rate,avg_session_duration_seconds,install_quality_score
AD_1200,YouTube,Himalaya_BabyCare,Video,Heritage_Trust,Shop Now,Parents_0_3,English,9000,Target_CPA,16,0,0,1,0,0,30,29,8,0,297500,5950,595,78300.0,0.02,131.6,0.12,0.5,0.32,0.1,0.84,260,88
AD_1201,Facebook,FirstCry,Carousel,Discount,Shop Now,Parents_0_3,English,15000,Target_CPA,12,1,1,0,1,1,0,30,9,0,480000,33600,3360,135000.0,0.07,40.2,0.55,0.15,0.04,0.08,0.5,90,35
AD_1202,Instagram,MamEarth_Baby,Video,UGC,Shop Now,Eco_Moms,English,10000,Max_Conversions,20,0,0,0,0,1,30,30,9,0,240000,7200,720,90000.0,0.03,125.0,0.3,0.3,0.15,0.1,0.7,150,65
AD_1203,YouTube,Pampers_India,Video,Emotional,Learn More,New_Parents,English,12000,Target_CPM,15,0,0,0,0,1,60,30,9,0,600000,15000,1500,108000.0,0.025,72.0,0.25,0.35,0.2,0.05,0.75,180,70
AD_1204,Facebook,Huggies_India,Image,Lifestyle,Learn More,New_Parents,English,11000,Max_Clicks,18,0,0,0,0,1,0,30,9,0,540000,12960,1296,99000.0,0.024,76.4,0.24,0.34,0.18,0.06,0.72,160,68
AD_1205,Google_Search,PharmEasy_Baby,Text,Doctor_Expert,Book Now,Health_Moms,English,5000,Target_ROAS,30,1,0,1,1,0,0,30,9,0,96000,1440,144,45000.0,0.015,312.5,0.1,0.55,0.35,0.15,0.85,300,90
AD_1206,Facebook,Healofy,Image,Community,Install App,Vernacular,Telugu,4000,Target_CPA,22,0,0,0,0,1,0,30,9,0,60000,2400,240,36000.0,0.04,150.0,0.15,0.45,0.25,0.08,0.8,210,80
AD_1207,Instagram,BabyChakra,Carousel,Testimonial,Install App,Expecting,English,6000,Target_CPA,35,0,0,0,0,1,0,30,9,0,120000,4200,420,54000.0,0.035,128.6,0.2,0.4,0.22,0.09,0.78,190,75
AD_1208,Google_Search,Pregakem,Text,Educational,Learn More,TTC_Women,English,3000,Max_Conversions,28,0,0,1,0,0,0,30,9,0,36000,720,72,27000.0,0.02,375.0,0.08,0.6,0.4,0.2,0.9,350,95
AD_1209,Instagram,HealthKart_Women,Video,Ingredient_Science,Shop Now,Wellness,English,8000,Target_ROAS,25,1,0,1,0,0,45,30,9,0,144000,3600,360,72000.0,0.025,200.0,0.18,0.42,0.28,0.12,0.82,240,85
AD_1210,YouTube,Himalaya_BabyCare,Video,Heritage_Trust,Shop Now,Parents_0_3,English,9000,Target_CPA,16,0,0,1,0,0,30,30,9,0,300000,6000,600,81000.0,0.02,135.0,0.12,0.5,0.32,0.1,0.84,260,88
AD_1211,Facebook,FirstCry,Carousel,Discount,Shop Now,Parents_0_3,English,15000,Target_CPA,12,1,1,0,1,1,0,31,10,0,484000,33880,3388,139500.0,0.07,41.2,0.55,0.15,0.04,0.08,0.5,90,35
AD_1212,Instagram,MamEarth_Baby,Video,UGC,Shop Now,Eco_Moms,English,10000,Max_Conversions,20,0,0,0,0,1,30,31,10,0,242000,7260,726,93000.0,0.03,128.1,0.3,0.3,0.15,0.1,0.7,150,65
AD_1213,YouTube,Pampers_India,Video,Emotional,Learn More,New_Parents,English,12000,Target_CPM,15,0,0,0,0,1,60,31,10,0,605000,15125,1512,111600.0,0.025,73.8,0.25,0.35,0.2,0.05,0.75,180,70
AD_1214,Facebook,Huggies_India,Image,Lifestyle,Learn More,New_Parents,English,11000,Max_Clicks,18,0,0,0,0,1,0,31,10,0,544500,13068,1306,102300.0,0.024,78.3,0.24,0.34,0.18,0.06,0.72,160,68
AD_1215,Google_Search,PharmEasy_Baby,Text,Doctor_Expert,Book Now,Health_Moms,English,5000,Target_ROAS,30,1,0,1,1,0,0,31,10,0,96800,1452,145,46500.0,0.015,320.7,0.1,0.55,0.35,0.15,0.85,300,90
AD_1216,Facebook,Healofy,Image,Community,Install App,Vernacular,Hindi,4000,Target_CPA,22,0,0,0,0,1,0,31,10,0,60500,2420,242,37200.0,0.04,153.7,0.15,0.45,0.25,0.08,0.8,210,80
AD_1217,Instagram,BabyChakra,Carousel,Testimonial,Install App,Expecting,English,6000,Target_CPA,35,0,0,0,0,1,0,31,10,0,121000,4235,423,55800.0,0.035,131.9,0.2,0.4,0.22,0.09,0.78,190,75
AD_1218,Google_Search,Pregakem,Text,Educational,Learn More,TTC_Women,English,3000,Max_Conversions,28,0,0,1,0,0,0,31,10,0,36300,726,72,27900.0,0.02,387.5,0.08,0.6,0.4,0.2,0.9,350,95
AD_1219,Instagram,HealthKart_Women,Video,Ingredient_Science,Shop Now,Wellness,English,8000,Target_ROAS,25,1,0,1,0,0,45,31,10,0,145200,3630,363,74400.0,0.025,205.0,0.18,0.42,0.28,0.12,0.82,240,85
AD_1220,YouTube,Himalaya_BabyCare,Video,Heritage_Trust,Shop Now,Parents_0_3,English,9000,Target_CPA,16,0,0,1,0,0,30,31,10,0,302500,6050,605,83700.0,0.02,138.3,0.12,0.5,0.32,0.1,0.84,260,88
AD_1221,Facebook,FirstCry,Carousel,Discount,Shop Now,Parents_0_3,English,15000,Target_CPA,12,1,1,0,1,1,0,32,11,0,488000,34160,3416,144000.0,0.07,42.2,0.55,0.15,0.04,0.08,0.5,90,35
AD_1222,Instagram,MamEarth_Baby,Video,UGC,Shop Now,Eco_Moms,English,10000,Max_Conversions,20,0,0,0,0,1,30,32,11,0,244000,7320,732,96000.0,0.03,131.1,0.3,0.3,0.15,0.1,0.7,150,65
AD_1223,YouTube,Pampers_India,Video,Emotional,Learn More,New_Parents,English,12000,Target_CPM,15,0,0,0,0,1,60,32,11,0,610000,15250,1525,115200.0,0.025,75.5,0.25,0.35,0.2,0.05,0.75,180,70
AD_1224,Facebook,Huggies_India,Image,Lifestyle,Learn More,New_Parents,English,11000,Max_Clicks,18,0,0,0,0,1,0,32,11,0,549000,13176,1317,105600.0,0.024,80.2,0.24,0.34,0.18,0.06,0.72,160,68
AD_1225,Google_Search,PharmEasy_Baby,Text,Doctor_Expert,Book Now,Health_Moms,English,5000,Target_ROAS,30,1,0,1,1,0,0,32,11,0,97600,1464,146,48000.0,0.015,328.8,0.1,0.55,0.35,0.15,0.85,300,90
AD_1226,Facebook,Healofy,Image,Community,Install App,Vernacular,Tamil,4000,Target_CPA,22,0,0,0,0,1,0,32,11,0,61000,2440,244,38400.0,0.04,157.4,0.15,0.45,0.25,0.08,0.8,210,80
AD_1227,Instagram,BabyChakra,Carousel,Testimonial,Install App,Expecting,English,6000,Target_CPA,35,0,0,0,0,1,0,32,11,0,122000,4270,427,57600.0,0.035,134.9,0.2,0.4,0.22,0.09,0.78,190,75
AD_1228,Google_Search,Pregakem,Text,Educational,Learn More,TTC_Women,English,3000,Max_Conversions,28,0,0,1,0,0,0,32,11,0,36600,732,73,28800.0,0.02,394.5,0.08,0.6,0.4,0.2,0.9,350,95
AD_1229,Instagram,HealthKart_Women,Video,Ingredient_Science,Shop Now,Wellness,English,8000,Target_ROAS,25,1,0,1,0,0,45,32,11,0,146400,3660,366,76800.0,0.025,209.8,0.18,0.42,0.28,0.12,0.82,240,85
AD_1230,YouTube,Himalaya_BabyCare,Video,Heritage_Trust,Shop Now,Parents_0_3,English,9000,Target_CPA,16,0,0,1,0,0,30,32,11,0,305000,6100,610,86400.0,0.02,141.6,0.12,0.5,0.32,0.1,0.84,260,88
AD_1231,Facebook,FirstCry,Carousel,Discount,Shop Now,Parents_0_3,English,15000,Target_CPA,12,1,1,0,1,1,0,33,12,0,492000,34440,3444,148500.0,0.07,43.1,0.55,0.15,0.04,0.08,0.5,90,35
AD_1232,Instagram,MamEarth_Baby,Video,UGC,Shop Now,Eco_Moms,English,10000,Max_Conversions,20,0,0,0,0,1,30,33,12,0,246000,7380,738,99000.0,0.03,134.1,0.3,0.3,0.15,0.1,0.7,150,65
AD_1233,YouTube,Pampers_India,Video,Emotional,Learn More,New_Parents,English,12000,Target_CPM,15,0,0,0,0,1,60,33,12,0,615000,15375,1537,118800.0,0.025,77.3,0.25,0.35,0.2,0.05,0.75,180,70
AD_1234,Facebook,Huggies_India,Image,Lifestyle,Learn More,New_Parents,English,11000,Max_Clicks,18,0,0,0,0,1,0,33,12,0,553500,13284,1328,108900.0,0.024,82.0,0.24,0.34,0.18,0.06,0.72,160,68
AD_1235,Google_Search,PharmEasy_Baby,Text,Doctor_Expert,Book Now,Health_Moms,English,5000,Target_ROAS,30,1,0,1,1,0,0,33,12,0,98400,1476,147,49500.0,0.015,336.7,0.1,0.55,0.35,0.15,0.85,300,90
AD_1236,Facebook,Healofy,Image,Community,Install App,Vernacular,Telugu,4000,Target_CPA,22,0,0,0,0,1,0,33,12,0,61500,2460,246,39600.0,0.04,161.0,0.15,0.45,0.25,0.08,0.8,210,80
AD_1237,Instagram,BabyChakra,Carousel,Testimonial,Install App,Expecting,English,6000,Target_CPA,35,0,0,0,0,1,0,33,12,0,123000,4305,430,59400.0,0.035,138.1,0.2,0.4,0.22,0.09,0.78,190,75
AD_1238,Google_Search,Pregakem,Text,Educational,Learn More,TTC_Women,English,3000,Max_Conversions,28,0,0,1,0,0,0,33,12,0,36900,738,73,29700.0,0.02,406.8,0.08,0.6,0.4,0.2,0.9,350,95
AD_1239,Instagram,HealthKart_Women,Video,Ingredient_Science,Shop Now,Wellness,English,8000,Target_ROAS,25,1,0,1,0,0,45,33,12,0,147600,3690,369,79200.0,0.025,214.6,0.18,0.42,0.28,0.12,0.82,240,85
AD_1240,YouTube,Himalaya_BabyCare,Video,Heritage_Trust,Shop Now,Parents_0_3,English,9000,Target_CPA,16,0,0,1,0,0,30,33,12,0,307500,6150,615,89100.0,0.02,144.9,0.12,0.5,0.32,0.1,0.84,260,88
AD_1241,Facebook,FirstCry,Carousel,Discount,Shop Now,Parents_0_3,English,15000,Target_CPA,12,1,1,0,1,1,0,34,1,0,496000,34720,3472,153000.0,0.07,44.1,0.55,0.15,0.04,0.08,0.5,90,35
AD_1242,Instagram,MamEarth_Baby,Video,UGC,Shop Now,Eco_Moms,English,10000,Max_Conversions,20,0,0,0,0,1,30,34,1,0,248000,7440,744,102000.0,0.03,137.1,0.3,0.3,0.15,0.1,0.7,150,65
AD_1243,YouTube,Pampers_India,Video,Emotional,Learn More,New_Parents,English,12000,Target_CPM,15,0,0,0,0,1,60,34,1,0,620000,15500,1550,122400.0,0.025,79.0,0.25,0.35,0.2,0.05,0.75,180,70
AD_1244,Facebook,Huggies_India,Image,Lifestyle,Learn More,New_Parents,English,11000,Max_Clicks,18,0,0,0,0,1,0,34,1,0,558000,13392,1339,112200.0,0.024,83.8,0.24,0.34,0.18,0.06,0.72,160,68
AD_1245,Google_Search,PharmEasy_Baby,Text,Doctor_Expert,Book Now,Health_Moms,English,5000,Target_ROAS,30,1,0,1,1,0,0,34,1,0,99200,1488,148,51000.0,0.015,344.6,0.1,0.55,0.35,0.15,0.85,300,90
AD_1246,Facebook,Healofy,Image,Community,Install App,Vernacular,Hindi,4000,Target_CPA,22,0,0,0,0,1,0,34,1,0,62000,2480,248,40800.0,0.04,164.5,0.15,0.45,0.25,0.08,0.8,210,80
AD_1247,Instagram,BabyChakra,Carousel,Testimonial,Install App,Expecting,English,6000,Target_CPA,35,0,0,0,0,1,0,34,1,0,124000,4340,434,61200.0,0.035,141.0,0.2,0.4,0.22,0.09,0.78,190,75
AD_1248,Google_Search,Pregakem,Text,Educational,Learn More,TTC_Women,English,3000,Max_Conversions,28,0,0,1,0,0,0,34,1,0,37200,744,74,30600.0,0.02,413.5,0.08,0.6,0.4,0.2,0.9,350,95
AD_1249,Instagram,HealthKart_Women,Video,Ingredient_Science,Shop Now,Wellness,English,8000,Target_ROAS,25,1,0,1,0,0,45,34,1,0,148800,3720,372,81600.0,0.025,219.4,0.18,0.42,0.28,0.12,0.82,240,85
AD_1250,YouTube,Himalaya_BabyCare,Video,Heritage_Trust,Shop Now,Parents_0_3,English,9000,Target_CPA,16,0,0,1,0,0,30,34,1,0,310000,6200,620,91800.0,0.02,148.1,0.12,0.5,0.32,0.1,0.84,260,88
AD_1251,Facebook,FirstCry,Carousel,Discount,Shop Now,Parents_0_3,English,15000,Target_CPA,12,1,1,0,1,1,0,35,2,0,500000,35000,3500,157500.0,0.07,45.0,0.55,0.15,0.04,0.08,0.5,90,35
AD_1252,Instagram,MamEarth_Baby,Video,UGC,Shop Now,Eco_Moms,English,10000,Max_Conversions,20,0,0,0,0,1,30,35,2,0,250000,7500,750,105000.0,0.03,140.0,0.3,0.3,0.15,0.1,0.7,150,65
AD_1253,YouTube,Pampers_India,Video,Emotional,Learn More,New_Parents,English,12000,Target_CPM,15,0,0,0,0,1,60,35,2,0,625000,15625,1562,126000.0,0.025,80.7,0.25,0.35,0.2,0.05,0.75,180,70
AD_1254,Facebook,Huggies_India,Image,Lifestyle,Learn More,New_Parents,English,11000,Max_Clicks,18,0,0,0,0,1,0,35,2,0,562500,13500,1350,115500.0,0.024,85.6,0.24,0.34,0.18,0.06,0.72,160,68
AD_1255,Google_Search,PharmEasy_Baby,Text,Doctor_Expert,Book Now,Health_Moms,English,5000,Target_ROAS,30,1,0,1,1,0,0,35,2,0,100000,1500,150,52500.0,0.015,350.0,0.1,0.55,0.35,0.15,0.85,300,90
AD_1256,Facebook,Healofy,Image,Community,Install App,Vernacular,Tamil,4000,Target_CPA,22,0,0,0,0,1,0,35,2,0,62500,2500,250,42000.0,0.04,168.0,0.15,0.45,0.25,0.08,0.8,210,80
AD_1257,Instagram,BabyChakra,Carousel,Testimonial,Install App,Expecting,English,6000,Target_CPA,35,0,0,0,0,1,0,35,2,0,125000,4375,437,63000.0,0.035,144.2,0.2,0.4,0.22,0.09,0.78,190,75
AD_1258,Google_Search,Pregakem,Text,Educational,Learn More,TTC_Women,English,3000,Max_Conversions,28,0,0,1,0,0,0,35,2,0,37500,750,75,31500.0,0.02,420.0,0.08,0.6,0.4,0.2,0.9,350,95
AD_1259,Instagram,HealthKart_Women,Video,Ingredient_Science,Shop Now,Wellness,English,8000,Target_ROAS,25,1,0,1,0,0,45,35,2,0,150000,3750,375,84000.0,0.025,224.0,0.18,0.42,0.28,0.12,0.82,240,85
AD_1260,YouTube,Himalaya_BabyCare,Video,Heritage_Trust,Shop Now,Parents_0_3,English,9000,Target_CPA,16,0,0,1,0,0,30,35,2,0,312500,6250,625,94500.0,0.02,151.2,0.12,0.5,0.32,0.1,0.84,260,88
AD_1261,Facebook,FirstCry,Carousel,Discount,Shop Now,Parents_0_3,English,15000,Target_CPA,12,1,1,0,1,1,0,36,3,0,504000,35280,3528,162000.0,0.07,45.9,0.55,0.15,0.04,0.08,0.5,90,35
AD_1262,Instagram,MamEarth_Baby,Video,UGC,Shop Now,Eco_Moms,English,10000,Max_Conversions,20,0,0,0,0,1,30,36,3,0,252000,7560,756,108000.0,0.03,142.9,0.3,0.3,0.15,0.1,0.7,150,65
AD_1263,YouTube,Pampers_India,Video,Emotional,Learn More,New_Parents,English,12000,Target_CPM,15,0,0,0,0,1,60,36,3,0,630000,15750,1575,129600.0,0.025,82.3,0.25,0.35,0.2,0.05,0.75,180,70
AD_1264,Facebook,Huggies_India,Image,Lifestyle,Learn More,New_Parents,English,11000,Max_Clicks,18,0,0,0,0,1,0,36,3,0,567000,13608,1360,118800.0,0.024,87.4,0.24,0.34,0.18,0.06,0.72,160,68
AD_1265,Google_Search,PharmEasy_Baby,Text,Doctor_Expert,Book Now,Health_Moms,English,5000,Target_ROAS,30,1,0,1,1,0,0,36,3,0,100800,1512,151,54000.0,0.015,357.6,0.1,0.55,0.35,0.15,0.85,300,90
AD_1266,Facebook,Healofy,Image,Community,Install App,Vernacular,Telugu,4000,Target_CPA,22,0,0,0,0,1,0,36,3,0,63000,2520,252,43200.0,0.04,171.4,0.15,0.45,0.25,0.08,0.8,210,80
AD_1267,Instagram,BabyChakra,Carousel,Testimonial,Install App,Expecting,English,6000,Target_CPA,35,0,0,0,0,1,0,36,3,0,126000,4410,441,64800.0,0.035,146.9,0.2,0.4,0.22,0.09,0.78,190,75
AD_1268,Google_Search,Pregakem,Text,Educational,Learn More,TTC_Women,English,3000,Max_Conversions,28,0,0,1,0,0,0,36,3,0,37800,756,75,32400.0,0.02,432.0,0.08,0.6,0.4,0.2,0.9,350,95
AD_1269,Instagram,HealthKart_Women,Video,Ingredient_Science,Shop Now,Wellness,English,8000,Target_ROAS,25,1,0,1,0,0,45,36,3,0,151200,3780,378,86400.0,0.025,228.6,0.18,0.42,0.28,0.12,0.82,240,85
AD_1270,YouTube,Himalaya_BabyCare,Video,Heritage_Trust,Shop Now,Parents_0_3,English,9000,Target_CPA,16,0,0,1,0,0,30,36,3,0,315000,6300,630,97200.0,0.02,154.3,0.12,0.5,0.32,0.1,0.84,260,88
AD_1271,Facebook,FirstCry,Carousel,Discount,Shop Now,Parents_0_3,English,15000,Target_CPA,12,1,1,0,1,1,0,37,4,0,508000,35560,3556,166500.0,0.07,46.8,0.55,0.15,0.04,0.08,0.5,90,35
AD_1272,Instagram,MamEarth_Baby,Video,UGC,Shop Now,Eco_Moms,English,10000,Max_Conversions,20,0,0,0,0,1,30,37,4,0,254000,7620,762,111000.0,0.03,145.7,0.3,0.3,0.15,0.1,0.7,150,65
AD_1273,YouTube,Pampers_India,Video,Emotional,Learn More,New_Parents,English,12000,Target_CPM,15,0,0,0,0,1,60,37,4,0,635000,15875,1587,133200.0,0.025,83.9,0.25,0.35,0.2,0.05,0.75,180,70
AD_1274,Facebook,Huggies_India,Image,Lifestyle,Learn More,New_Parents,English,11000,Max_Clicks,18,0,0,0,0,1,0,37,4,0,571500,13716,1371,122100.0,0.024,89.1,0.24,0.34,0.18,0.06,0.72,160,68
AD_1275,Google_Search,PharmEasy_Baby,Text,Doctor_Expert,Book Now,Health_Moms,English,5000,Target_ROAS,30,1,0,1,1,0,0,37,4,0,101600,1524,152,55500.0,0.015,365.1,0.1,0.55,0.35,0.15,0.85,300,90
AD_1276,Facebook,Healofy,Image,Community,Install App,Vernacular,Hindi,4000,Target_CPA,22,0,0,0,0,1,0,37,4,0,63500,2540,254,44400.0,0.04,174.8,0.15,0.45,0.25,0.08,0.8,210,80
AD_1277,Instagram,BabyChakra,Carousel,Testimonial,Install App,Expecting,English,6000,Target_CPA,35,0,0,0,0,1,0,37,4,0,127000,4445,444,66600.0,0.035,150.0,0.2,0.4,0.22,0.09,0.78,190,75
AD_1278,Google_Search,Pregakem,Text,Educational,Learn More,TTC_Women,English,3000,Max_Conversions,28,0,0,1,0,0,0,37,4,0,38100,762,76,33300.0,0.02,438.2,0.08,0.6,0.4,0.2,0.9,350,95
AD_1279,Instagram,HealthKart_Women,Video,Ingredient_Science,Shop Now,Wellness,English,8000,Target_ROAS,25,1,0,1,0,0,45,37,4,0,152400,3810,381,88800.0,0.025,233.1,0.18,0.42,0.28,0.12,0.82,240,85
AD_1280,YouTube,Himalaya_BabyCare,Video,Heritage_Trust,Shop Now,Parents_0_3,English,9000,Target_CPA,16,0,0,1,0,0,30,37,4,0,317500,6350,635,99900.0,0.02,157.3,0.12,0.5,0.32,0.1,0.84,260,88
AD_1281,Facebook,FirstCry,Carousel,Discount,Shop Now,Parents_0_3,English,15000,Target_CPA,12,1,1,0,1,1,0,38,5,0,512000,35840,3584,171000.0,0.07,47.7,0.55,0.15,0.04,0.08,0.5,90,35
AD_1282,Instagram,MamEarth_Baby,Video,UGC,Shop Now,Eco_Moms,English,10000,Max_Conversions,20,0,0,0,0,1,30,38,5,0,256000,7680,768,114000.0,0.03,148.4,0.3,0.3,0.15,0.1,0.7,150,65
AD_1283,YouTube,Pampers_India,Video,Emotional,Learn More,New_Parents,English,12000,Target_CPM,15,0,0,0,0,1,60,38,5,0,640000,16000,1600,136800.0,0.025,85.5,0.25,0.35,0.2,0.05,0.75,180,70
AD_1284,Facebook,Huggies_India,Image,Lifestyle,Learn More,New_Parents,English,11000,Max_Clicks,18,0,0,0,0,1,0,38,5,0,576000,13824,1382,125400.0,0.024,90.7,0.24,0.34,0.18,0.06,0.72,160,68
AD_1285,Google_Search,PharmEasy_Baby,Text,Doctor_Expert,Book Now,Health_Moms,English,5000,Target_ROAS,30,1,0,1,1,0,0,38,5,0,102400,1536,153,57000.0,0.015,372.5,0.1,0.55,0.35,0.15,0.85,300,90
AD_1286,Facebook,Healofy,Image,Community,Install App,Vernacular,Tamil,4000,Target_CPA,22,0,0,0,0,1,0,38,5,0,64000,2560,256,45600.0,0.04,178.1,0.15,0.45,0.25,0.08,0.8,210,80
AD_1287,Instagram,BabyChakra,Carousel,Testimonial,Install App,Expecting,English,6000,Target_CPA,35,0,0,0,0,1,0,38,5,0,128000,4480,448,68400.0,0.035,152.7,0.2,0.4,0.22,0.09,0.78,190,75
AD_1288,Google_Search,Pregakem,Text,Educational,Learn More,TTC_Women,English,3000,Max_Conversions,28,0,0,1,0,0,0,38,5,0,38400,768,76,34200.0,0.02,450.0,0.08,0.6,0.4,0.2,0.9,350,95
AD_1289,Instagram,HealthKart_Women,Video,Ingredient_Science,Shop Now,Wellness,English,8000,Target_ROAS,25,1,0,1,0,0,45,38,5,0,153600,3840,384,91200.0,0.025,237.5,0.18,0.42,0.28,0.12,0.82,240,85
AD_1290,YouTube,Himalaya_BabyCare,Video,Heritage_Trust,Shop Now,Parents_0_3,English,9000,Target_CPA,16,0,0,1,0,0,30,38,5,0,320000,6400,640,102600.0,0.02,160.3,0.12,0.5,0.32,0.1,0.84,260,88
AD_1291,Facebook,FirstCry,Carousel,Discount,Shop Now,Parents_0_3,English,15000,Target_CPA,12,1,1,0,1,1,0,39,6,0,516000,36120,3612,175500.0,0.07,48.6,0.55,0.15,0.04,0.08,0.5,90,35
AD_1292,Instagram,MamEarth_Baby,Video,UGC,Shop Now,Eco_Moms,English,10000,Max_Conversions,20,0,0,0,0,1,30,39,6,0,258000,7740,774,117000.0,0.03,151.2,0.3,0.3,0.15,0.1,0.7,150,65
AD_1293,YouTube,Pampers_India,Video,Emotional,Learn More,New_Parents,English,12000,Target_CPM,15,0,0,0,0,1,60,39,6,0,645000,16125,1612,140400.0,0.025,87.1,0.25,0.35,0.2,0.05,0.75,180,70
AD_1294,Facebook,Huggies_India,Image,Lifestyle,Learn More,New_Parents,English,11000,Max_Clicks,18,0,0,0,0,1,0,39,6,0,580500,13932,1393,128700.0,0.024,92.4,0.24,0.34,0.18,0.06,0.72,160,68
AD_1295,Google_Search,PharmEasy_Baby,Text,Doctor_Expert,Book Now,Health_Moms,English,5000,Target_ROAS,30,1,0,1,1,0,0,39,6,0,103200,1548,154,58500.0,0.015,379.9,0.1,0.55,0.35,0.15,0.85,300,90
AD_1296,Facebook,Healofy,Image,Community,Install App,Vernacular,Telugu,4000,Target_CPA,22,0,0,0,0,1,0,39,6,0,64500,2580,258,46800.0,0.04,181.4,0.15,0.45,0.25,0.08,0.8,210,80
AD_1297,Instagram,BabyChakra,Carousel,Testimonial,Install App,Expecting,English,6000,Target_CPA,35,0,0,0,0,1,0,39,6,0,129000,4515,451,70200.0,0.035,155.7,0.2,0.4,0.22,0.09,0.78,190,75
AD_1298,Google_Search,Pregakem,Text,Educational,Learn More,TTC_Women,English,3000,Max_Conversions,28,0,0,1,0,0,0,39,6,0,38700,774,77,35100.0,0.02,455.8,0.08,0.6,0.4,0.2,0.9,350,95
AD_1299,Instagram,HealthKart_Women,Video,Ingredient_Science,Shop Now,Wellness,English,8000,Target_ROAS,25,1,0,1,0,0,45,39,6,0,154800,3870,387,93600.0,0.025,241.9,0.18,0.42,0.28,0.12,0.82,240,85
AD_1300,YouTube,Himalaya_BabyCare,Video,Heritage_Trust,Shop Now,Parents_0_3,English,9000,Target_CPA,16,0,0,1,0,0,30,39,6,0,322500,6450,645,105300.0,0.02,163.3,0.12,0.5,0.32,0.1,0.84,260,88